timestamp,name,alias,group,activity,raw_mileage,share_img,actual_mileage
2020-11-13 23:41:49,William Baker,W. Baker,AFE,Run,7,,7.0
2020-11-14 00:09:46,Jerome Whitehead,J. Whitehead,ADW,Cycle,4,,1.0
2020-11-14 00:18:51,Rachel Webb,R. Webb,AFE,Run,5,,5.0
2020-11-14 01:14:25,Mark Villanueva,M. Villanueva,ATC,Swim,3,,18.0
2020-11-14 03:45:25,Jennifer Robbins,J. Robbins,AOSX/AOS,Swim,6,,36.0
2020-11-14 04:21:48,David Johnson,D. Johnson,AFE,Swim,2,,12.0
2020-11-14 04:32:43,Tracey Nguyen,T. Nguyen,AOSX/AOS,Cycle,7,,1.75
2020-11-14 06:55:10,Steven Peterson,S. Peterson,ADW,Walk,10,,10.0
2020-11-14 06:56:21,Johnny Lee,J. Lee,AFE,Run,2,,2.0
2020-11-14 07:08:08,Julie Lam,J. Lam,AOSX/AOS,Swim,1,,6.0
2020-11-14 07:51:16,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Run,1,,1.0
2020-11-14 08:17:43,David Bell,D. Bell,AOSX/AOS,Cycle,10,,2.5
2020-11-14 10:53:16,Deborah Gonzales,D. Gonzales,ABM,Run,1,,1.0
2020-11-14 14:01:17,Barbara Baker,B. Baker,ATC,Swim,9,,54.0
2020-11-14 14:03:10,Kyle Jones,K. Jones,AFE,Run,10,,10.0
2020-11-14 20:29:48,Jeffrey Smith,J. Smith,ABM,Walk,9,,9.0
2020-11-14 21:09:51,Hannah Pitts,H. Pitts,AFE,Swim,3,,18.0
2020-11-14 21:31:58,Jonathan Harris,J. Harris,ADW,Run,6,,6.0
2020-11-14 21:46:44,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Run,9,,9.0
2020-11-14 21:51:51,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Cycle,9,,2.25
2020-11-14 22:21:17,Catherine Wilkins,C. Wilkins,AFE,Walk,5,,5.0
2020-11-14 23:59:43,Antonio Taylor,A. Taylor,ABM,Swim,8,,48.0
2020-11-15 01:15:18,Stefanie Tucker,S. Tucker,ABM,Walk,8,,8.0
2020-11-15 01:23:44,Julie Lam,J. Lam,AOSX/AOS,Swim,9,,54.0
2020-11-15 02:02:30,Catherine Smith,C. Smith,ADW,Swim,10,,60.0
2020-11-15 02:46:50,Arthur Kelly,A. Kelly,ATC,Swim,8,,48.0
2020-11-15 02:58:45,Shelby Robertson,S. Robertson,ABM,Swim,4,,24.0
2020-11-15 03:59:43,Evan Peterson,E. Peterson,AOSX/AOS,Run,7,,7.0
2020-11-15 04:27:34,Cameron Proctor,C. Proctor,ADSS/ADWS/ADWO,Cycle,6,,1.5
2020-11-15 04:59:36,Veronica Barnett,V. Barnett,ADW,Walk,2,,2.0
2020-11-15 05:57:21,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Walk,1,,1.0
2020-11-15 06:42:41,Julie Lam,J. Lam,AOSX/AOS,Walk,10,,10.0
2020-11-15 06:55:00,David Bell,D. Bell,AOSX/AOS,Cycle,9,,2.25
2020-11-15 07:07:08,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Cycle,10,,2.5
2020-11-15 08:27:47,Tammy Franco,T. Franco,AFE,Run,4,,4.0
2020-11-15 09:36:22,Antonio Taylor,A. Taylor,ABM,Run,5,,5.0
2020-11-15 11:47:14,Deborah Gonzales,D. Gonzales,ABM,Run,10,,10.0
2020-11-15 13:29:12,Hannah Pitts,H. Pitts,AFE,Run,5,,5.0
2020-11-15 15:31:18,Mary Jackson,M. Jackson,ATC,Run,4,,4.0
2020-11-15 16:22:11,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Cycle,6,,1.5
2020-11-15 16:45:59,Stephanie Lee DDS,S. Lee,ADW,Walk,1,,1.0
2020-11-15 17:30:33,Heidi Caldwell,H. Caldwell,ABM,Walk,5,,5.0
2020-11-15 17:36:03,Jonathan Calderon,J. Calderon,AFE,Cycle,5,,1.25
2020-11-15 17:45:34,Julie Lam,J. Lam,AOSX/AOS,Run,2,,2.0
2020-11-15 17:58:56,Misty Stout,M. Stout,ADSS/ADWS/ADWO,Swim,3,,18.0
2020-11-15 18:26:10,Jade Johnson,J. Johnson,ADSS/ADWS/ADWO,Swim,2,,12.0
2020-11-15 18:31:10,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Swim,2,,12.0
2020-11-15 19:12:36,Diana Lee,D. Lee,ATC,Cycle,3,,0.75
2020-11-15 19:40:47,Steven Johnson,S. Johnson,ADW,Swim,10,,60.0
2020-11-15 23:43:21,Stephanie Lee DDS,S. Lee,ADW,Walk,3,,3.0
2020-11-16 01:23:38,Amanda Taylor,A. Taylor,ADW,Walk,9,,9.0
2020-11-16 02:41:16,Jerome Whitehead,J. Whitehead,ADW,Run,2,,2.0
2020-11-16 03:48:52,Hannah Pitts,H. Pitts,AFE,Cycle,3,,0.75
2020-11-16 04:10:21,Brandon Russell,B. Russell,ATC,Run,5,,5.0
2020-11-16 05:48:26,Catherine Smith,C. Smith,ADW,Run,7,,7.0
2020-11-16 06:42:07,Harold Perez,H. Perez,AOSX/AOS,Cycle,7,,1.75
2020-11-16 07:56:49,Lawrence Crawford,L. Crawford,AFE,Cycle,9,,2.25
2020-11-16 09:08:05,William Brown,W. Brown,ADSS/ADWS/ADWO,Run,10,,10.0
2020-11-16 09:27:41,James Rodriguez,J. Rodriguez,ADW,Cycle,9,,2.25
2020-11-16 09:47:02,Jonathan Gardner,J. Gardner,AFE,Swim,4,,24.0
2020-11-16 10:28:21,Rachel Webb,R. Webb,AFE,Run,4,,4.0
2020-11-16 11:09:07,Jeffrey Fisher,J. Fisher,ABM,Cycle,8,,2.0
2020-11-16 11:30:06,Kenneth Rogers,K. Rogers,ABM,Swim,10,,60.0
2020-11-16 11:45:51,Paul Rogers,P. Rogers,AOSX/AOS,Cycle,5,,1.25
2020-11-16 11:54:11,Kenneth Rogers,K. Rogers,ABM,Swim,10,,60.0
2020-11-16 13:51:50,Craig Gonzalez,C. Gonzalez,ATC,Cycle,1,,0.25
2020-11-16 14:25:04,Susan Hill,S. Hill,AOSX/AOS,Swim,2,,12.0
2020-11-16 14:43:08,Lisa Simpson,L. Simpson,AFE,Walk,5,,5.0
2020-11-16 14:46:38,Kyle Jones,K. Jones,AFE,Walk,1,,1.0
2020-11-16 14:47:24,Justin Richardson,J. Richardson,ADW,Cycle,7,,1.75
2020-11-16 15:57:58,Evan Peterson,E. Peterson,AOSX/AOS,Swim,8,,48.0
2020-11-16 18:00:05,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Walk,1,,1.0
2020-11-16 18:21:31,Craig Gonzalez,C. Gonzalez,ATC,Run,8,,8.0
2020-11-16 18:26:04,Jonathan Harris,J. Harris,ADW,Swim,7,,42.0
2020-11-16 18:27:32,Jonathan Calderon,J. Calderon,AFE,Cycle,6,,1.5
2020-11-16 20:06:08,James Jones,J. Jones,AOSX/AOS,Run,8,,8.0
2020-11-16 20:46:38,James Rodriguez,J. Rodriguez,ADW,Run,2,,2.0
2020-11-16 21:59:26,Steven Peterson,S. Peterson,ADW,Swim,10,,60.0
2020-11-16 23:59:05,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Swim,9,,54.0
2020-11-17 01:08:48,Melinda Little,M. Little,ABM,Swim,8,,48.0
2020-11-17 01:39:31,Barbara Baker,B. Baker,ATC,Swim,4,,24.0
2020-11-17 02:09:32,James Rodriguez,J. Rodriguez,ADW,Swim,4,,24.0
2020-11-17 03:32:02,Paula Scott,P. Scott,ATC,Swim,7,,42.0
2020-11-17 04:06:14,Lawrence Crawford,L. Crawford,AFE,Swim,5,,30.0
2020-11-17 04:42:04,Veronica Barnett,V. Barnett,ADW,Run,6,,6.0
2020-11-17 05:14:53,Jonathan Calderon,J. Calderon,AFE,Cycle,6,,1.5
2020-11-17 05:16:42,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Walk,10,,10.0
2020-11-17 05:43:14,Cynthia Webb,C. Webb,ADW,Cycle,4,,1.0
2020-11-17 07:34:25,Wendy Maynard,W. Maynard,AFE,Swim,5,,30.0
2020-11-17 10:16:15,Stefanie Tucker,S. Tucker,ABM,Run,8,,8.0
2020-11-17 13:12:36,Kyle Jones,K. Jones,AFE,Cycle,2,,0.5
2020-11-17 14:57:21,Antonio Taylor,A. Taylor,ABM,Cycle,9,,2.25
2020-11-17 15:48:00,Jeffrey Smith,J. Smith,ABM,Walk,2,,2.0
2020-11-17 16:52:33,Veronica Barnett,V. Barnett,ADW,Walk,4,,4.0
2020-11-17 17:06:19,Jonathan Gardner,J. Gardner,AFE,Cycle,4,,1.0
2020-11-17 19:54:50,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Walk,9,,9.0
2020-11-17 21:19:18,Lori Pham,L. Pham,AOSX/AOS,Cycle,3,,0.75
2020-11-18 00:06:17,Arthur Kelly,A. Kelly,ATC,Swim,5,,30.0
2020-11-18 00:57:43,Evan Peterson,E. Peterson,AOSX/AOS,Walk,1,,1.0
2020-11-18 03:04:30,Tanya Lamb,T. Lamb,AFE,Swim,4,,24.0
2020-11-18 03:19:53,James Mays,J. Mays,ADW,Walk,7,,7.0
2020-11-18 04:52:58,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Cycle,9,,2.25
2020-11-18 07:06:17,Sean Mcdonald,S. Mcdonald,AFE,Swim,6,,36.0
2020-11-18 07:24:33,Sydney Parsons,S. Parsons,ADW,Cycle,6,,1.5
2020-11-18 07:40:40,Brandon Ramos,B. Ramos,AFE,Walk,9,,9.0
2020-11-18 07:51:11,David Bell,D. Bell,AOSX/AOS,Swim,8,,48.0
2020-11-18 11:00:38,Barbara Baker,B. Baker,ATC,Cycle,8,,2.0
2020-11-18 11:25:26,William Brown,W. Brown,ADSS/ADWS/ADWO,Swim,3,,18.0
2020-11-18 13:55:04,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Swim,10,,60.0
2020-11-18 14:24:12,Todd Cross,T. Cross,ABM,Walk,7,,7.0
2020-11-18 17:08:16,Todd Cross,T. Cross,ABM,Swim,9,,54.0
2020-11-18 17:15:48,Misty Stout,M. Stout,ADSS/ADWS/ADWO,Walk,7,,7.0
2020-11-18 17:21:14,David Bell,D. Bell,AOSX/AOS,Swim,6,,36.0
2020-11-18 18:25:16,Shawn Brown,S. Brown,ATC,Walk,1,,1.0
2020-11-18 18:38:38,Lori Pham,L. Pham,AOSX/AOS,Swim,7,,42.0
2020-11-18 19:53:37,Harold Perez,H. Perez,AOSX/AOS,Swim,10,,60.0
2020-11-18 20:32:34,Kyle Jones,K. Jones,AFE,Swim,1,,6.0
2020-11-18 21:10:49,Rachel Webb,R. Webb,AFE,Walk,8,,8.0
2020-11-18 21:37:06,Lawrence Crawford,L. Crawford,AFE,Cycle,10,,2.5
2020-11-18 22:26:02,Craig Gonzalez,C. Gonzalez,ATC,Run,4,,4.0
2020-11-18 22:37:54,Angel Ho,A. Ho,AFE,Cycle,9,,2.25
2020-11-18 23:19:44,Shawn Brown,S. Brown,ATC,Walk,1,,1.0
2020-11-19 01:58:22,Evan Peterson,E. Peterson,AOSX/AOS,Cycle,1,,0.25
2020-11-19 07:38:29,Harold Perez,H. Perez,AOSX/AOS,Walk,2,,2.0
2020-11-19 07:48:48,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Cycle,7,,1.75
2020-11-19 10:48:48,Steven Peterson,S. Peterson,ADW,Cycle,2,,0.5
2020-11-19 12:14:47,Mary Jackson,M. Jackson,ATC,Run,7,,7.0
2020-11-19 12:23:59,Mark Villanueva,M. Villanueva,ATC,Walk,1,,1.0
2020-11-19 14:18:16,Brian Lambert,B. Lambert,AFE,Swim,10,,60.0
2020-11-19 16:22:10,Catherine Smith,C. Smith,ADW,Walk,10,,10.0
2020-11-19 17:40:04,William Baker,W. Baker,AFE,Run,9,,9.0
2020-11-19 17:49:58,Jerome Whitehead,J. Whitehead,ADW,Swim,10,,60.0
2020-11-19 18:26:58,Justin Richardson,J. Richardson,ADW,Run,5,,5.0
2020-11-19 20:00:14,Barbara Baker,B. Baker,ATC,Walk,9,,9.0
2020-11-19 20:07:45,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Walk,4,,4.0
2020-11-19 21:58:07,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Cycle,9,,2.25
2020-11-19 22:51:19,Matthew Payne,M. Payne,AFE,Run,3,,3.0
2020-11-20 00:30:07,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Cycle,4,,1.0
2020-11-20 02:19:46,Kimberly Thomas,K. Thomas,AFE,Swim,4,,24.0
2020-11-20 03:19:44,Kenneth Rogers,K. Rogers,ABM,Walk,4,,4.0
2020-11-20 05:23:43,Ian Townsend,I. Townsend,AOSX/AOS,Run,6,,6.0
2020-11-20 05:56:21,Lori Pham,L. Pham,AOSX/AOS,Swim,8,,48.0
2020-11-20 06:22:36,Robert Clark,R. Clark,ABM,Cycle,6,,1.5
2020-11-20 06:53:41,Kimberly Thomas,K. Thomas,AFE,Walk,2,,2.0
2020-11-20 06:56:57,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Run,2,,2.0
2020-11-20 09:23:48,Heidi Caldwell,H. Caldwell,ABM,Cycle,5,,1.25
2020-11-20 09:44:49,Cynthia Webb,C. Webb,ADW,Cycle,5,,1.25
2020-11-20 10:47:14,Melinda Little,M. Little,ABM,Swim,5,,30.0
2020-11-20 11:08:56,Lisa Simpson,L. Simpson,AFE,Cycle,7,,1.75
2020-11-20 11:16:23,Todd Cross,T. Cross,ABM,Cycle,9,,2.25
2020-11-20 12:00:53,Barbara Baker,B. Baker,ATC,Run,3,,3.0
2020-11-20 12:33:52,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Walk,8,,8.0
2020-11-20 12:40:59,Arthur Kelly,A. Kelly,ATC,Run,2,,2.0
2020-11-20 13:58:56,Veronica Barnett,V. Barnett,ADW,Cycle,8,,2.0
2020-11-20 16:09:09,Sydney Parsons,S. Parsons,ADW,Swim,7,,42.0
2020-11-20 16:10:04,Evan Peterson,E. Peterson,AOSX/AOS,Swim,3,,18.0
2020-11-20 17:08:22,David Johnson,D. Johnson,AFE,Run,3,,3.0
2020-11-20 17:37:19,Rick Johnson,R. Johnson,ATC,Cycle,1,,0.25
2020-11-20 18:20:59,Thomas Berry,T. Berry,ADSS/ADWS/ADWO,Swim,7,,42.0
2020-11-20 20:17:48,Jennifer Robbins,J. Robbins,AOSX/AOS,Run,6,,6.0
2020-11-20 20:54:10,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Swim,3,,18.0
2020-11-20 23:35:31,Charles Tyler,C. Tyler,AFE,Walk,5,,5.0
2020-11-21 01:30:01,Brandon Ramos,B. Ramos,AFE,Cycle,8,,2.0
2020-11-21 03:29:54,James Rodriguez,J. Rodriguez,ADW,Walk,1,,1.0
2020-11-21 03:29:56,Tanya Lamb,T. Lamb,AFE,Cycle,7,,1.75
2020-11-21 04:42:18,Tanya Lamb,T. Lamb,AFE,Walk,6,,6.0
2020-11-21 05:10:22,Paula Scott,P. Scott,ATC,Walk,9,,9.0
2020-11-21 07:27:00,Jonathan Harris,J. Harris,ADW,Swim,5,,30.0
2020-11-21 08:55:45,Paula Scott,P. Scott,ATC,Walk,8,,8.0
2020-11-21 09:15:07,Sydney Parsons,S. Parsons,ADW,Run,6,,6.0
2020-11-21 10:22:54,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Swim,7,,42.0
2020-11-21 10:23:00,Stephanie Walker,S. Walker,AFE,Run,8,,8.0
2020-11-21 12:48:43,Tracey Nguyen,T. Nguyen,AOSX/AOS,Swim,3,,18.0
2020-11-21 13:43:02,Todd Cross,T. Cross,ABM,Swim,6,,36.0
2020-11-21 15:03:40,Jonathan Harris,J. Harris,ADW,Run,4,,4.0
2020-11-21 15:09:06,James Hammond,J. Hammond,ADSS/ADWS/ADWO,Cycle,8,,2.0
2020-11-21 16:35:26,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Run,6,,6.0
2020-11-21 17:34:31,Jonathan Harris,J. Harris,ADW,Cycle,8,,2.0
2020-11-21 18:37:42,Anthony Warren,A. Warren,ADSS/ADWS/ADWO,Walk,9,,9.0
2020-11-21 18:42:39,Hannah Pitts,H. Pitts,AFE,Run,3,,3.0
2020-11-21 22:06:51,Ian Townsend,I. Townsend,AOSX/AOS,Swim,10,,60.0
2020-11-21 22:09:49,Steven Johnson,S. Johnson,ADW,Cycle,4,,1.0
2020-11-21 22:25:54,Cynthia Webb,C. Webb,ADW,Walk,3,,3.0
2020-11-21 23:34:03,Anthony Warren,A. Warren,ADSS/ADWS/ADWO,Cycle,3,,0.75
2020-11-22 00:42:51,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Cycle,2,,0.5
2020-11-22 00:48:13,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Run,5,,5.0
2020-11-22 02:38:33,Jonathan Calderon,J. Calderon,AFE,Run,5,,5.0
2020-11-22 03:34:15,Stephanie Walker,S. Walker,AFE,Walk,5,,5.0
2020-11-22 04:18:43,Anthony Warren,A. Warren,ADSS/ADWS/ADWO,Cycle,5,,1.25
2020-11-22 05:15:55,Jeffrey Smith,J. Smith,ABM,Run,2,,2.0
2020-11-22 06:27:28,Jeffrey Fisher,J. Fisher,ABM,Cycle,5,,1.25
2020-11-22 09:08:13,Evelyn Christian,E. Christian,AOSX/AOS,Walk,7,,7.0
2020-11-22 09:15:48,Tracey Nguyen,T. Nguyen,AOSX/AOS,Walk,7,,7.0
2020-11-22 10:57:36,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Cycle,4,,1.0
2020-11-22 11:21:00,Cynthia Webb,C. Webb,ADW,Walk,7,,7.0
2020-11-22 12:42:07,Deborah Gonzales,D. Gonzales,ABM,Walk,3,,3.0
2020-11-22 13:06:40,Jeffrey Smith,J. Smith,ABM,Run,7,,7.0
2020-11-22 14:00:07,Stephanie Lee DDS,S. Lee,ADW,Swim,4,,24.0
2020-11-22 15:06:25,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Walk,9,,9.0
2020-11-22 15:19:29,Wendy Maynard,W. Maynard,AFE,Walk,6,,6.0
2020-11-22 15:23:16,Kimberly Thomas,K. Thomas,AFE,Cycle,6,,1.5
2020-11-22 15:35:22,Jacqueline Young,J. Young,ADSS/ADWS/ADWO,Run,3,,3.0
2020-11-22 17:14:04,Kimberly Thomas,K. Thomas,AFE,Run,2,,2.0
2020-11-22 17:19:42,Michael Brown,M. Brown,ABM,Cycle,1,,0.25
2020-11-22 17:22:02,Matthew Payne,M. Payne,AFE,Cycle,8,,2.0
2020-11-22 17:50:17,Shawn Brown,S. Brown,ATC,Cycle,10,,2.5
2020-11-22 18:38:03,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Walk,8,,8.0
2020-11-22 18:42:06,Danny Mason,D. Mason,AOSX/AOS,Run,2,,2.0
2020-11-22 19:37:32,William Baker,W. Baker,AFE,Walk,2,,2.0
2020-11-22 20:02:19,Wendy Maynard,W. Maynard,AFE,Walk,10,,10.0
2020-11-22 20:48:47,Angel Ho,A. Ho,AFE,Run,10,,10.0
2020-11-22 20:49:04,William Wallace,W. Wallace,AOSX/AOS,Cycle,8,,2.0
2020-11-22 21:12:01,Paul Rogers,P. Rogers,AOSX/AOS,Walk,4,,4.0
2020-11-22 21:37:02,Susan Hill,S. Hill,AOSX/AOS,Run,2,,2.0
2020-11-22 22:24:34,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Swim,3,,18.0
2020-11-23 00:55:01,Brian Lambert,B. Lambert,AFE,Walk,1,,1.0
2020-11-23 01:03:11,Jeffrey Fisher,J. Fisher,ABM,Cycle,9,,2.25
2020-11-23 02:30:18,Heidi Caldwell,H. Caldwell,ABM,Run,6,,6.0
2020-11-23 02:31:15,Michael Brown,M. Brown,ABM,Run,6,,6.0
2020-11-23 03:21:37,Kimberly Thomas,K. Thomas,AFE,Swim,7,,42.0
2020-11-23 04:39:11,David Johnson,D. Johnson,AFE,Walk,10,,10.0
2020-11-23 07:16:35,Patricia Roberts,P. Roberts,ATC,Run,6,,6.0
2020-11-23 11:30:23,Shelby Robertson,S. Robertson,ABM,Cycle,1,,0.25
2020-11-23 11:50:53,Mark Booker,M. Booker,AOSX/AOS,Cycle,6,,1.5
2020-11-23 11:59:57,Misty Stout,M. Stout,ADSS/ADWS/ADWO,Cycle,2,,0.5
2020-11-23 12:54:50,Steven Peterson,S. Peterson,ADW,Walk,8,,8.0
2020-11-23 13:38:11,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Walk,8,,8.0
2020-11-23 13:59:18,Veronica Barnett,V. Barnett,ADW,Walk,8,,8.0
2020-11-23 14:27:30,Robert Clark,R. Clark,ABM,Run,1,,1.0
2020-11-23 15:12:59,Melinda Little,M. Little,ABM,Run,10,,10.0
2020-11-23 15:33:28,Mark Booker,M. Booker,AOSX/AOS,Swim,5,,30.0
2020-11-23 16:19:33,Craig Gonzalez,C. Gonzalez,ATC,Walk,4,,4.0
2020-11-23 19:10:36,Cameron Proctor,C. Proctor,ADSS/ADWS/ADWO,Walk,10,,10.0
2020-11-23 21:04:53,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Walk,5,,5.0
2020-11-23 22:38:59,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Walk,1,,1.0
2020-11-23 22:46:49,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Walk,8,,8.0
2020-11-23 23:41:47,Lori Pham,L. Pham,AOSX/AOS,Swim,10,,60.0
2020-11-24 00:32:10,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Walk,4,,4.0
2020-11-24 01:01:14,Angel Ho,A. Ho,AFE,Walk,7,,7.0
2020-11-24 02:20:30,Catherine Wilkins,C. Wilkins,AFE,Run,7,,7.0
2020-11-24 02:58:59,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Swim,1,,6.0
2020-11-24 04:22:06,Diana Lee,D. Lee,ATC,Run,1,,1.0
2020-11-24 05:07:18,Charles Tyler,C. Tyler,AFE,Swim,4,,24.0
2020-11-24 06:39:45,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Run,3,,3.0
2020-11-24 06:54:18,Catherine Smith,C. Smith,ADW,Swim,2,,12.0
2020-11-24 08:13:53,Paul Rogers,P. Rogers,AOSX/AOS,Cycle,7,,1.75
2020-11-24 09:07:36,Susan Hill,S. Hill,AOSX/AOS,Walk,2,,2.0
2020-11-24 09:47:18,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Cycle,6,,1.5
2020-11-24 09:59:04,Jeffrey Fisher,J. Fisher,ABM,Walk,4,,4.0
2020-11-24 11:06:48,Veronica Barnett,V. Barnett,ADW,Walk,1,,1.0
2020-11-24 11:11:09,William Brown,W. Brown,ADSS/ADWS/ADWO,Cycle,8,,2.0
2020-11-24 11:32:44,Pamela Graham,P. Graham,ADW,Walk,2,,2.0
2020-11-24 12:17:42,Shawn Brown,S. Brown,ATC,Walk,3,,3.0
2020-11-24 13:58:59,Mark Booker,M. Booker,AOSX/AOS,Run,9,,9.0
2020-11-24 14:22:10,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Walk,3,,3.0
2020-11-24 14:48:45,Ian Townsend,I. Townsend,AOSX/AOS,Swim,9,,54.0
2020-11-24 15:03:49,James Hammond,J. Hammond,ADSS/ADWS/ADWO,Walk,1,,1.0
2020-11-24 15:16:36,Mary Jackson,M. Jackson,ATC,Run,1,,1.0
2020-11-24 15:46:41,Rick Johnson,R. Johnson,ATC,Run,6,,6.0
2020-11-24 16:07:50,Brian Lambert,B. Lambert,AFE,Swim,1,,6.0
2020-11-24 18:51:49,Anthony Warren,A. Warren,ADSS/ADWS/ADWO,Cycle,3,,0.75
2020-11-24 19:03:31,Sydney Parsons,S. Parsons,ADW,Swim,1,,6.0
2020-11-24 19:42:31,Kimberly Thomas,K. Thomas,AFE,Run,3,,3.0
2020-11-24 20:25:50,Kyle Jones,K. Jones,AFE,Swim,10,,60.0
2020-11-24 22:43:15,Tammy Franco,T. Franco,AFE,Swim,6,,36.0
2020-11-25 00:26:31,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Walk,10,,10.0
2020-11-25 00:32:04,Angel Ho,A. Ho,AFE,Swim,7,,42.0
2020-11-25 01:14:08,William Wallace,W. Wallace,AOSX/AOS,Run,4,,4.0
2020-11-25 01:56:39,Jonathan Calderon,J. Calderon,AFE,Swim,3,,18.0
2020-11-25 02:49:42,Jennifer Robbins,J. Robbins,AOSX/AOS,Swim,8,,48.0
2020-11-25 03:01:14,Todd Cross,T. Cross,ABM,Run,3,,3.0
2020-11-25 05:15:59,Robert Clark,R. Clark,ABM,Cycle,4,,1.0
2020-11-25 07:43:08,David Bell,D. Bell,AOSX/AOS,Swim,3,,18.0
2020-11-25 09:39:57,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Cycle,4,,1.0
2020-11-25 10:39:09,Stephanie Walker,S. Walker,AFE,Cycle,1,,0.25
2020-11-25 13:05:09,David Johnson,D. Johnson,AFE,Walk,9,,9.0
2020-11-25 13:08:20,William Baker,W. Baker,AFE,Swim,4,,24.0
2020-11-25 13:18:51,Michael Brown,M. Brown,ABM,Cycle,1,,0.25
2020-11-25 14:43:03,William Brown,W. Brown,ADSS/ADWS/ADWO,Run,10,,10.0
2020-11-25 16:29:20,Lori Pham,L. Pham,AOSX/AOS,Run,6,,6.0
2020-11-25 17:50:11,Jonathan Calderon,J. Calderon,AFE,Walk,7,,7.0
2020-11-25 19:26:52,Brandon Ramos,B. Ramos,AFE,Cycle,7,,1.75
2020-11-25 20:05:59,Jonathan Calderon,J. Calderon,AFE,Walk,8,,8.0
2020-11-25 23:55:28,Robert Clark,R. Clark,ABM,Run,4,,4.0
2020-11-26 00:29:30,Diana Lee,D. Lee,ATC,Walk,1,,1.0
2020-11-26 00:43:00,Paula Scott,P. Scott,ATC,Cycle,1,,0.25
2020-11-26 01:04:39,Jade Johnson,J. Johnson,ADSS/ADWS/ADWO,Swim,4,,24.0
2020-11-26 01:47:54,Patricia Roberts,P. Roberts,ATC,Run,2,,2.0
2020-11-26 02:57:32,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Walk,4,,4.0
2020-11-26 06:28:20,Kyle Jones,K. Jones,AFE,Run,1,,1.0
2020-11-26 06:33:51,Justin Richardson,J. Richardson,ADW,Walk,6,,6.0
2020-11-26 09:13:47,Steven Johnson,S. Johnson,ADW,Run,9,,9.0
2020-11-26 10:11:46,Arthur Kelly,A. Kelly,ATC,Cycle,9,,2.25
2020-11-26 10:13:58,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Walk,1,,1.0
2020-11-26 15:35:28,Ian Townsend,I. Townsend,AOSX/AOS,Cycle,9,,2.25
2020-11-26 19:03:54,Christopher Perry,C. Perry,ABM,Cycle,9,,2.25
2020-11-26 19:45:41,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Walk,2,,2.0
2020-11-26 20:29:46,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Cycle,8,,2.0
2020-11-26 20:48:45,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Swim,5,,30.0
2020-11-26 22:44:21,Brandon Fuller,B. Fuller,ABM,Cycle,4,,1.0
2020-11-26 22:57:13,William Wallace,W. Wallace,AOSX/AOS,Walk,4,,4.0
2020-11-26 23:19:31,Jennifer Robbins,J. Robbins,AOSX/AOS,Swim,4,,24.0
